Actual,Predicted
318.191645962586,319.65695
277.746872210764,333.97302
138.876054421526,145.58832
127.178228446889,147.03183
184.170367057689,302.824
65.890168799361,101.61102
129.380176748505,95.12664
513.805644101383,429.7634
264.133101710094,255.5226
184.643705972007,178.20084
93.0763627109901,71.54854
621.013463682731,660.66205
352.721178327364,223.80966
58.4301668528818,72.5569
121.67851633637,158.06577
141.426208355897,95.050186
161.932437682552,268.22754
111.931942698069,212.33125
83.6088309577645,95.22099
143.988134045973,155.17668
78.8723916371377,80.12526
120.547856066705,98.02814
383.298667769012,295.4023
206.04345319101,267.1369
360.020079003047,320.84152
94.9053042162935,82.992805
512.177720196036,428.59805
74.5196202965945,126.993164
558.629402301118,356.5498
558.704848833107,394.86365
572.9375007087,597.16235
63.1344169982834,93.82947
313.891825934988,294.3573
245.808338509722,307.48297
332.284651666931,328.6029
365.214393739474,591.43097
270.934898095161,427.97083
302.39642639545,313.89877
140.003286627353,152.89273
117.637336559248,137.20403
94.8825770148696,94.163994
371.251226256219,323.74844
132.534941139693,181.68289
290.088719702625,289.5312
546.681324306856,548.2787
198.969950489909,157.58775
183.215551302075,128.74406
79.1511614101298,93.205795
125.363981222897,132.87837
72.5514428845978,129.27528
79.5611036276012,74.2879
570.629898893856,607.99884
319.186205355817,218.43636
94.0098247173751,92.907906
745.259273774263,663.63385
162.986018021678,151.6363
60.3757248213977,92.44822
169.196248011103,152.20686
534.255462379152,352.1545
298.47149111382,298.31058
86.220713636422,109.42331
44.5837021456503,91.687355
77.6448105535074,139.3357
182.444822422102,153.4355
266.702414649788,248.28511
101.892689553858,93.11659
95.8771197248926,94.89201
372.452301813743,457.83963
349.399884653548,420.27957
247.418838307197,286.07895
328.738163480579,387.24777
246.372730541868,287.977
307.464976007498,290.92798
146.108444701411,147.13567
98.7069424269931,96.33392
111.524579913385,93.844864
233.037954480734,280.4974
143.900495093016,153.08917
160.336321801591,292.51318
115.50901951675,130.5658
274.036919172474,297.12692
322.294307178179,302.8426
127.227158892085,153.1264
159.353174871792,142.3066
75.380692980006,152.88297
235.057967677447,278.9997
104.363824844901,91.67523
259.918385195652,314.22144
57.1027946933499,85.33621
150.330138057285,159.85272
81.3318887692057,110.25638
544.022008883632,602.42175
319.500774930285,313.21863
328.627657201091,350.96957
277.539447649125,416.93747
65.9553982231736,92.864044
426.985804024935,348.8906
149.468634696244,91.74859
76.3978378241098,102.00511
23.0977466534648,-5.2431893
294.37042763429,407.14078
143.702283482079,157.18922
100.964636640682,92.14102
94.142825899826,109.42022
71.677546297344,93.022316
554.667565714253,662.22107
92.6053954826362,165.23857
297.478196061337,413.89548
253.357829339858,275.39923
64.0609471983839,152.94928
285.813397183365,315.9634
88.5117263512927,94.89531
112.524365708762,169.3639
292.77512121671,278.96393
334.423781150557,281.93338
458.033861425878,416.65112
356.484067206325,304.89938
212.000188627887,164.7888
546.664314691533,664.0353
123.075681762413,203.42711
427.343258749983,550.82245
322.250156339845,306.25674
199.626205406704,236.42424
379.526700654912,321.33087
320.626816189556,271.19376
616.704465064561,592.0007
716.105540961349,532.74426
318.637385965497,292.30057
492.431858117778,429.52072
57.8173464999656,77.88751
134.901921529808,153.51924
303.690015208262,324.95322
155.633056469153,166.22733
89.7377834900339,91.58534
158.152130377889,142.19225
222.684255865425,314.88907
163.49670308802,301.79868
320.651490164019,222.01732
142.307970667817,152.46967
191.050544157891,380.60117
309.221736704548,300.64218
226.633053661476,158.14664
65.0176982906717,79.64206
704.513358167715,443.13986
90.6551065634781,92.94205
139.392809720067,127.42433
293.459745116119,299.86423
698.340862077002,674.18225
195.187828407006,150.4852
236.472455694277,259.40143
95.5543324237472,66.563934
256.669227442759,263.9276
245.085584097377,296.78458
284.427934541009,503.08206
61.0012081922165,99.486374
126.127818313849,153.01234
101.154372513509,82.96121
273.777005049353,301.7722
564.453618112439,526.6606
189.560768660027,361.35007
398.439701504847,267.1369
102.221734637477,147.66104
546.509665264924,398.3234
240.699232662494,311.64282
1625.69060128682,315.39078
432.075653766841,366.49258
664.240810149929,529.23553
578.637666776062,560.86597
260.831242292014,299.71854
67.058818368455,91.86299
306.240426831459,351.57608
535.856284785361,574.5792
311.629970945777,292.2256
190.248203249784,326.981
80.2751371635464,164.32051
389.287596176283,419.83847
305.416244754035,305.8179
57.7509189177541,139.0107
219.280741698519,94.66604
129.105729760414,155.29388
100.716513467206,143.9445
139.832220333738,156.72038
94.2003510325564,100.21202
80.6465768881107,93.37453
336.15365965175,318.32166
454.786377826213,315.92587
608.053426695861,683.08685
150.617390974879,101.72787
255.735410277856,254.50795
74.3176175346207,131.54366
104.294206603332,83.43715
402.860567190888,285.58066
154.786374942725,144.44075
494.782420691912,423.5112
693.284904927365,511.68588
141.891908195545,152.83781
366.861495444026,310.14658
874.906746085002,615.0824
139.289247760728,158.0443
183.608991270752,156.69499
146.571539190605,159.88463
291.300108482409,431.00513
133.595167634802,172.61786
146.8201866379,294.51752
162.622976706613,149.82303
294.414373895706,330.11655
328.525075362716,323.08957
667.213719343287,611.70966
142.899118015523,157.59401
219.941750803178,254.94586
400.83114144403,316.83087
119.132803761786,152.87311
201.986667710507,304.4069
646.788959790823,645.07294
565.619466834902,437.3063
121.044999862051,96.056564
84.062222651182,79.901825
340.701203063945,307.88483
179.71807625926,215.43062
495.482512843952,319.20673
91.7436118231859,99.20633
290.371931596416,304.23865
71.899100617287,153.315
107.241283474635,92.67807
99.9413715060664,79.86006
346.658236387984,312.63684
241.966349438166,350.67136
285.768050551316,324.28226
163.798968606753,77.2698
66.2887578161955,160.5007
116.462621342462,130.30173
315.42015433627,233.72253
162.150512622119,152.93886
99.2054913352785,224.48857
418.311469787191,440.17413
469.926063751212,570.9588
287.611585624058,298.4033
288.502420604966,309.74292
695.25572963054,595.697
548.102447200155,628.29706
585.737375255411,599.3934
325.575890999292,303.29684
340.930337220358,469.71597
139.175735437382,137.31487
176.191631914365,201.08855
123.510947305391,158.77945
100.797638745173,153.0129
305.981167385721,330.3979
342.089345776475,309.6739
611.969263585254,560.1333
234.641380413364,299.25558
631.906068038484,525.9114
451.010836320036,434.79614
147.272084366206,163.8639
96.1541463695526,90.48153
388.318379103362,323.1516
158.680478444563,157.78378
102.017092600254,145.9218
339.991828492121,311.32816
117.359342094889,171.18796
448.670332736577,418.50378
196.017526514133,301.42093
758.007682186119,643.04315
189.548617602604,84.999725
234.501209431174,314.8045
